StudentId,DiasSemUso,TotalSessoes,TotalGasto
93366026,9,4,0.00
49397780,24,7,0.00
96451091,16,13,0.00
47666191,5,14,0.00
4972635,200,1,0.00
34525789,46,41,0.00
73388980,51,17,0.00
18715904,5,3,0.00
82399957,181,2,0.00
45765949,64,8,0.00
99586272,20,5,0.00
39346459,204,1,0.00
91459982,6,10,0.00
6804825,204,1,0.00
10627464,7,7,0.00
60851960,6,64,23.90
48836582,178,2,0.00
78658852,1,26,0.00
75042464,23,5,0.00
51695794,8,23,23.90
98887221,91,7,0.00
10211976,21,4,0.00
78033601,204,2,0.00
99136893,16,15,0.00
43682436,175,8,0.00
56587344,184,1,0.00
58250174,41,6,0.00
99199884,65,33,0.00
75244327,83,8,0.00
68967101,80,10,0.00
64709458,183,2,0.00
40198259,195,1,0.00
53343284,160,2,0.00
45195076,29,8,0.00
53633860,208,1,0.00
81189446,200,3,0.00
71603746,28,34,0.00
13779459,75,7,0.00
24636211,66,3,0.00
64514044,28,12,0.00
96131524,189,15,0.00
80942233,9,10,0.00
44245672,31,3,0.00
88723071,1,67,0.00
92448945,3,34,0.00
72920932,59,5,0.00
99796834,2,15,0.00
22397338,182,2,0.00
56088808,30,9,0.00
18209496,190,6,0.00
40952664,209,2,0.00
69739837,16,7,0.00
45698175,25,10,0.00
54343276,35,31,0.00
60539180,183,5,0.00
64379652,7,32,0.00
1331238,196,1,0.00
77318729,186,1,0.00
86058042,3,3,0.00
162490,162,3,0.00
39801961,58,12,0.00
84070467,0,27,0.00
49495132,188,16,0.00
68076097,137,5,0.00
61382046,23,4,0.00
69924843,12,15,0.00
4018969,6,21,0.00
25600073,189,3,0.00
49322698,20,28,0.00
27709377,2,20,0.00
16688326,206,1,0.00
84679837,3,30,23.90
58974655,1,7,0.00
52870968,43,8,0.00
76467081,5,14,0.00
2908512,6,3,0.00
21104234,37,29,0.00
57509486,210,1,0.00
40553375,17,66,0.00
80161127,189,1,0.00
68356351,3,10,0.00
36273293,184,1,0.00
30548400,32,31,0.00
45969647,8,6,0.00
43268093,204,3,0.00
10919749,69,10,0.00
13370824,42,2,0.00
81593836,185,3,0.00
60734963,206,1,0.00
96438479,171,14,0.00
36124165,194,14,0.00
33474602,1,23,0.00
51170946,197,1,0.00
45373069,9,8,0.00
88835285,198,3,0.00
67190786,192,2,0.00
97002640,21,4,0.00
17728853,185,1,0.00
14199040,46,56,29.90
70081196,168,2,0.00
76806688,1,3,0.00
39891238,210,1,0.00
30765039,107,3,0.00
87863508,7,20,0.00
19004233,10,6,0.00
35122092,0,127,0.00
2569595,0,2,0.00
48894183,44,6,0.00
41076514,182,5,0.00
63083777,198,2,0.00
28782078,22,20,0.00
84488843,30,4,0.00
74980887,0,10,0.00
75688451,26,28,119.60
15366062,199,1,0.00
84052153,182,1,0.00
41631137,2,22,0.00
47588112,17,36,0.00
96181531,66,2,0.00
62545255,170,10,0.00
83477988,8,16,0.00
86969255,208,1,0.00
63569724,118,2,0.00
71833346,9,8,0.00
76998329,205,1,0.00
45816377,8,6,0.00
88467245,211,1,0.00
46166678,196,3,0.00
67534435,38,14,0.00
8897787,9,23,59.80
26749548,1,12,0.00
27121976,191,1,0.00
94011695,22,4,0.00
63931973,192,3,0.00
33187916,2,14,0.00
1052332,8,14,0.00
52285857,204,1,0.00
67589981,1,19,0.00
27980268,8,9,0.00
51711692,207,1,0.00
52757171,195,1,0.00
84376815,16,7,0.00
52263922,66,6,0.00
30737219,6,9,0.00
57019892,13,56,0.00
60471626,22,11,0.00
42597097,162,5,0.00
7315638,133,5,0.00
26456075,23,49,59.80
97385138,0,28,0.00
82237089,5,3,0.00
86497772,2,146,29.90
7941645,15,19,0.00
44781921,8,83,119.60
99626713,16,15,0.00
60601985,21,8,0.00
92772193,16,43,0.00
7898316,49,12,0.00
8919081,164,7,0.00
18081991,179,3,0.00
3816668,35,6,0.00
12129015,30,6,0.00
54760550,32,5,0.00
53937446,4,18,0.00
49918755,1,32,0.00
39603347,3,38,29.90
75909149,15,22,0.00
98016054,42,9,0.00
67211516,202,1,0.00
23406012,207,1,0.00
25929879,189,3,0.00
25853838,175,2,0.00
59352934,24,12,0.00
79920263,205,1,0.00
17401632,196,2,0.00
50078703,9,10,0.00
83511702,87,3,0.00
7967015,168,2,0.00
82474003,14,8,0.00
25709888,8,15,0.00
56189277,75,12,0.00
46802864,209,1,0.00
56636046,184,1,0.00
22300945,10,199,209.30
35055025,41,13,0.00
46048021,76,45,0.00
12246593,1,26,29.90
17727691,201,1,0.00
53914678,20,12,0.00
46786571,181,3,0.00
60837141,57,61,0.00
41388504,0,11,0.00
33439803,171,3,0.00
32246029,51,5,0.00
42680051,39,3,0.00
62408782,23,70,0.00
31711128,197,5,0.00
95756789,11,9,0.00
51551887,3,13,0.00
70771482,179,4,0.00
68243742,12,64,0.00
48365116,37,40,0.00
21737769,179,4,0.00
50744369,24,12,0.00
5288378,136,7,0.00
36635482,181,2,0.00
70823324,1,99,0.00
40236175,7,14,0.00
34546596,64,2,0.00
49389957,184,1,0.00
23887800,22,25,0.00
20429491,161,8,0.00
72156929,25,9,0.00
27515337,31,3,0.00
41808068,187,5,0.00
80999691,9,5,0.00
32570817,210,2,0.00
26643792,198,2,0.00
16551618,170,5,0.00
32601803,36,6,0.00
23769861,34,3,0.00
19096719,35,31,0.00
45170911,202,1,0.00
21780660,141,5,0.00
21382905,99,7,0.00
93537544,179,8,0.00
74997618,198,4,0.00
63558778,7,27,0.00
3838231,191,13,0.00
48979109,195,1,0.00
54134417,167,3,0.00
76970526,2,33,59.80
36286452,199,1,0.00
2096901,116,6,0.00
58749898,193,5,0.00
77544050,207,1,0.00
82777666,192,5,0.00
96559037,44,6,0.00
24285944,193,1,0.00
4191134,205,1,0.00
83815557,50,8,0.00
85851001,15,32,0.00
39638535,0,36,0.00
4149471,177,17,0.00
16071791,0,9,0.00
28279214,0,59,29.90
12183367,34,16,0.00
36570579,14,8,0.00
71937376,2,2,0.00
22904748,205,1,0.00
6633931,40,3,0.00
68160004,65,2,0.00
62698651,184,4,0.00
31848669,8,113,0.00
28826014,181,10,0.00
65805431,11,3,0.00
90851599,184,1,0.00
67028279,40,2,0.00
75523502,49,5,0.00
31241918,7,20,0.00
66217644,13,18,0.00
90686178,10,71,0.00
22379631,186,1,0.00
38025569,200,1,0.00
70115288,109,9,0.00
24343588,43,12,0.00
96723236,173,2,0.00
67738714,46,9,0.00
65047986,195,1,0.00
96554254,205,1,0.00
36629697,192,2,0.00
84138493,113,6,0.00
25383686,132,8,0.00
40043844,11,8,0.00
34299618,25,13,0.00
88518211,1,119,0.00
45735587,207,1,0.00
21328948,99,23,0.00
30327516,8,34,0.00
11616948,25,4,0.00
8889838,168,11,0.00
58679960,185,1,0.00
61469826,203,1,0.00
89653431,185,1,0.00
52416419,180,2,0.00
34986890,70,2,0.00
40876294,17,3,0.00
5630023,87,2,0.00
93939358,4,35,0.00
69549982,69,8,0.00
13200259,196,1,0.00
37287457,186,4,0.00
37501646,7,34,0.00
13157073,183,4,0.00
29863544,75,22,0.00
21898078,0,55,0.00
78513883,197,3,0.00
66424290,10,3,0.00
18362557,206,4,0.00
22770954,205,2,0.00
22551653,199,2,0.00
15921332,188,4,0.00
6231662,0,30,0.00
3751530,4,4,0.00
27754240,198,1,0.00
72955665,184,2,0.00
41139565,10,9,0.00
68486627,66,9,0.00
6593785,103,5,0.00
85108106,36,5,0.00
49204716,15,74,59.80
92917119,59,2,0.00
41534887,205,2,0.00
47194061,14,14,0.00
92248616,12,24,0.00
17833287,200,2,0.00
30257798,204,1,0.00
91461061,7,13,0.00
32608985,204,1,0.00
46551761,4,13,0.00
79921408,31,14,0.00
12148491,207,2,0.00
38130289,176,11,0.00
67742040,4,25,23.90
83168551,1,23,0.00
43066044,72,5,0.00
28355063,120,3,0.00
55310676,12,4,0.00
59372410,9,14,0.00
18878766,120,3,0.00
1893060,197,2,0.00
44685594,51,17,0.00
34911009,202,1,0.00
95613151,18,4,0.00
322859,188,1,0.00
35171710,28,19,0.00
9122232,8,19,0.00
74243087,1,31,29.90
8469567,50,7,0.00
98775225,17,10,0.00
31503792,16,21,0.00
2272999,189,3,0.00
30190041,204,2,0.00
77759352,24,5,0.00
50739022,198,1,0.00
92035604,1,84,0.00
23355424,185,4,0.00
21133763,3,16,0.00
25504244,167,2,0.00
2141999,202,2,0.00
33871836,6,3,0.00
88883895,34,11,0.00
93010893,4,6,0.00
83502482,2,12,0.00
65989561,20,18,0.00
46404107,38,2,0.00
34907497,29,52,0.00
12845126,209,1,0.00
77458477,29,4,0.00
27804685,28,8,0.00
13372281,204,1,0.00
99316695,188,1,0.00
43393669,9,7,0.00
16833833,1,8,0.00
94090902,211,1,0.00
13695924,188,3,0.00
43301183,201,1,0.00
31290780,1,15,0.00
59155602,17,30,0.00
62896186,193,5,0.00
63983125,204,1,0.00
92154201,177,8,0.00
29993760,0,16,0.00
48449604,157,2,0.00
59314076,41,10,0.00
91467553,12,10,0.00
51996981,203,1,0.00
96344316,1,15,0.00
69692744,9,16,0.00
65881987,141,3,0.00
26533430,14,33,0.00
21994345,14,3,0.00
13716090,15,10,0.00
1338606,15,8,0.00
5099121,66,15,0.00
65044880,15,2,0.00
18470695,196,3,0.00
75429382,180,25,0.00
47571020,196,1,0.00
9312382,0,13,0.00
76665011,202,3,0.00
92965543,40,6,0.00
42209790,14,4,0.00
74165403,159,6,0.00
72600297,6,19,0.00
15626259,55,8,0.00
4881655,21,8,0.00
56952430,194,4,0.00
53538486,84,41,149.50
74242177,197,1,0.00
50986942,182,1,0.00
96474752,184,5,0.00
21845234,35,17,0.00
75397268,191,3,0.00
49611422,116,9,0.00
13417270,36,2,0.00
73039589,14,4,0.00
24559125,184,1,0.00
94445657,5,26,0.00
7668776,186,2,0.00
42833507,3,12,0.00
36277544,16,18,0.00
87144838,7,70,0.00
7781445,145,3,0.00
24242303,199,1,0.00
52198970,194,1,0.00
97488773,164,6,0.00
68201498,37,4,0.00
55656194,129,12,0.00
12678122,162,6,0.00
69565256,15,93,0.00
41435219,165,4,0.00
59015694,2,16,0.00
86567693,207,1,0.00
46147657,12,6,0.00
86490135,1,38,0.00
14885983,13,5,0.00
54502391,87,8,0.00
83139291,164,6,0.00
86336098,52,8,0.00
69619059,4,139,0.00
99350300,39,4,0.00
98379651,199,1,0.00
23009857,51,2,0.00
39340279,43,6,0.00
88091322,190,5,0.00
74499411,11,8,0.00
35551852,51,5,0.00
22374410,203,3,0.00
71281199,183,4,0.00
87087320,36,43,0.00
65200171,10,32,0.00
44667466,178,2,0.00
75677505,95,7,0.00
45819686,18,18,0.00
3901786,29,24,0.00
87450731,21,11,0.00
12118979,38,10,0.00
38611387,180,4,0.00
53919679,201,2,0.00
41185496,206,3,0.00
79868656,1,38,0.00
81115214,5,18,0.00
4490206,188,2,0.00
6622624,176,10,0.00
17368482,6,28,0.00
50401705,4,12,0.00
65735965,201,1,0.00
63277018,7,12,0.00
72512938,204,1,0.00
9622225,186,1,0.00
71934193,148,3,0.00
19334225,203,1,0.00
8416815,23,8,0.00
21323804,37,16,0.00
72386469,69,3,0.00
24904643,185,2,0.00
40162238,208,1,0.00
56655900,0,9,0.00
98443129,10,38,0.00
71204863,92,5,0.00
63953613,209,1,0.00
15445784,9,18,0.00
30892258,13,6,0.00
93715056,28,2,0.00
15142181,21,9,0.00
25629897,190,1,0.00
79384704,8,7,0.00
38302311,6,42,0.00
22130380,200,2,0.00
1917116,195,1,0.00
64631462,8,48,0.00
18283980,197,1,0.00
22135272,78,14,0.00
53450875,188,1,0.00
28601257,191,3,0.00
28847780,182,4,0.00
80198462,32,29,0.00
50297692,8,5,0.00
12590073,209,1,0.00
5841796,100,5,0.00
15693123,6,15,0.00
29434036,36,8,0.00
89004075,112,6,0.00
60360683,40,6,0.00
64584403,168,6,0.00
98364629,205,1,0.00
8228045,58,7,0.00
24775807,180,4,0.00
26280163,198,2,0.00
29822631,84,18,0.00
60965631,24,8,0.00
24256541,9,2,0.00
78151365,175,2,0.00
69778191,76,13,0.00
39713600,200,4,0.00
73795139,200,1,0.00
86842145,22,33,0.00
21555179,182,7,0.00
88690797,196,1,0.00
84144092,185,1,0.00
42359717,94,8,0.00
28737275,16,5,0.00
31045714,198,3,0.00
91060518,197,1,0.00
78193861,192,1,0.00
32378738,29,16,0.00
78967287,16,5,0.00
88490972,183,1,0.00
22036277,10,12,0.00
78718474,0,29,59.80
41391813,182,11,0.00
55299401,16,15,0.00
41512119,181,2,0.00
93923772,189,3,0.00
69291291,201,2,0.00
34488826,172,3,0.00
13939264,52,6,0.00
75540797,178,5,0.00
18101702,49,14,0.00
1422579,192,1,0.00
6892857,9,6,0.00
89048735,166,8,0.00
93058862,1,9,0.00
34547160,204,1,0.00
8213681,66,7,0.00
5903078,90,4,0.00
87157948,34,11,0.00
98749915,190,2,0.00
48221083,16,4,0.00
81885331,11,17,0.00
6629938,40,15,0.00
50723960,78,13,0.00
36840875,197,1,0.00
48364876,179,2,0.00
69537156,183,2,0.00
52543169,203,2,0.00
63057689,91,5,0.00
1296053,10,36,0.00
90590146,192,1,0.00
84181639,9,7,0.00
31410422,179,2,0.00
65479,209,2,0.00
56063679,148,3,0.00
63430635,204,1,0.00
37887187,191,1,0.00
54564833,210,1,0.00
72653462,6,30,0.00
77210105,208,1,0.00
985792,4,18,29.90
4530252,203,1,0.00
45659744,34,16,0.00
96598794,1,12,0.00
29014584,2,17,0.00
71084071,180,3,0.00
80379255,187,13,0.00
83832981,196,2,0.00
44475596,179,3,0.00
55219991,207,3,0.00
25786127,10,3,0.00
94533237,185,2,0.00
21195186,51,99,0.00
5811935,185,9,0.00
25886871,0,41,0.00
43025326,16,24,0.00
61144875,177,2,0.00
84368772,5,2,0.00
27809357,195,1,0.00
89830222,75,6,0.00
53529836,2,56,29.90
35146621,0,65,23.90
95500053,205,1,0.00
46287912,193,3,0.00
2160820,60,4,0.00
49623668,197,1,0.00
49368861,183,1,0.00
24261688,44,11,0.00
41207852,15,5,0.00
19027657,183,2,0.00
99758011,175,4,0.00
14949524,3,12,0.00
47491158,178,13,0.00
2853147,189,1,0.00
64197775,210,1,0.00
46897534,8,12,0.00
21019122,39,12,0.00
50674248,189,1,0.00
183372,187,1,0.00
41546669,175,7,0.00
15212300,209,1,0.00
62652334,46,5,0.00
64806982,209,1,0.00
65042353,208,1,0.00
61382058,207,1,0.00
99787288,0,37,0.00
66799369,1,251,0.00
73939659,3,12,0.00
10687882,42,12,0.00
24531188,42,5,0.00
61916037,2,9,0.00
50687375,7,7,0.00
62040900,0,2,0.00
54543416,197,1,0.00
51917949,52,6,0.00
73933917,187,3,0.00
54407315,186,1,0.00
4630581,69,3,0.00
41486609,4,10,0.00
96557526,184,2,0.00
10209847,206,1,0.00
80258322,161,5,0.00
40006647,8,5,0.00
22043296,198,1,0.00
57871389,1,6,0.00
93727946,185,1,0.00
28255811,15,3,0.00
72188216,206,1,0.00
7898740,17,6,0.00
4079207,201,3,0.00
7456892,24,10,0.00
82637349,80,2,0.00
76362656,176,5,0.00
36459224,206,1,0.00
59453415,191,1,0.00
92243301,0,5,0.00
3357849,191,8,0.00
62049267,6,37,0.00
39330733,9,52,29.90
74049829,0,11,0.00
56413396,130,6,0.00
60916812,187,3,0.00
10257747,16,5,0.00
47492970,184,7,0.00
93945922,38,3,0.00
55764733,0,9,0.00
31377521,206,1,0.00
36526008,198,1,0.00
30407021,24,4,0.00
60487599,197,1,0.00
46931171,177,3,0.00
47030518,174,2,0.00
28232997,192,1,0.00
64200815,0,133,0.00
10828005,16,9,0.00
70971505,30,4,0.00
25419905,195,2,0.00
82965681,6,71,0.00
65299633,192,5,0.00
89910531,186,4,0.00
453041,2,5,0.00
24095557,208,1,0.00
81784573,204,2,0.00
68519385,192,4,0.00
40353831,195,46,0.00
58995139,9,13,0.00
49297317,89,3,0.00
1353242,39,2,0.00
83285122,23,3,0.00
11662819,65,4,0.00
40218560,70,13,0.00
40835888,200,2,0.00
15842509,3,3,0.00
68046508,177,2,0.00
37581440,76,3,0.00
74375596,190,2,0.00
9809742,23,43,0.00
88762247,46,8,0.00
84764947,155,2,0.00
96077696,15,10,0.00
55924200,21,12,0.00
30142433,8,48,0.00
26655577,209,2,0.00
58868573,0,159,23.90
50638476,72,2,0.00
24526505,191,1,0.00
30652479,188,1,0.00
64075368,208,1,0.00
41137705,17,11,0.00
40729479,2,5,0.00
68482554,206,1,0.00
86511538,190,2,0.00
27969915,191,1,0.00
95002997,24,13,0.00
60714265,192,1,0.00
90533787,190,1,0.00
56353674,67,10,0.00
58463370,7,17,0.00
85808219,197,3,0.00
8893468,64,2,0.00
51285682,75,13,0.00
33057835,196,1,0.00
52311728,197,2,0.00
646053,173,6,0.00
55402043,193,1,0.00
35928514,191,2,0.00
27700830,7,8,0.00
65223821,2,48,23.90
17445860,35,5,0.00
31916521,176,3,0.00
66490980,182,1,0.00
95451002,2,17,0.00
85417709,0,41,0.00
37370832,191,1,0.00
28693222,4,9,0.00
54554408,205,2,0.00
73655466,4,9,0.00
29210745,11,14,0.00
59993551,6,43,0.00
54953946,196,1,0.00
64578106,7,9,0.00
67260178,11,9,0.00
92990836,38,8,0.00
53807534,0,32,59.80
74084771,4,129,59.80
18665611,195,3,0.00
67738136,33,16,0.00
71146418,2,11,29.90
20126950,187,4,0.00
64794516,16,26,0.00
21970278,209,1,0.00
38661297,192,1,0.00
95187396,211,1,0.00
20947747,42,2,0.00
80357254,182,4,0.00
81997468,9,14,0.00
17400324,0,18,0.00
51732797,180,8,0.00
54072122,24,9,0.00
58809741,186,2,0.00
57182517,182,6,0.00
87520266,4,22,0.00
38186946,55,16,0.00
36230500,0,20,0.00
98831066,0,4,0.00
65182799,181,17,0.00
22268073,189,13,0.00
98763392,183,2,0.00
1108259,82,4,0.00
75408306,11,31,149.50
50773120,181,3,0.00
5226094,185,2,0.00
85507215,24,33,0.00
13508282,38,5,0.00
10740142,66,4,0.00
13417886,78,5,0.00
37030143,207,1,0.00
42349335,86,3,0.00
71248865,184,4,0.00
38070527,192,1,0.00
55761049,2,66,0.00
35325693,182,3,0.00
17308116,199,2,0.00
7281226,163,10,0.00
84956316,80,3,0.00
17559070,171,8,0.00
19631935,203,2,0.00
65678659,12,13,0.00
68789300,199,1,0.00
43523888,2,12,0.00
36221981,192,2,0.00
19074727,17,20,0.00
3348145,20,25,0.00
16630313,197,3,0.00
18496194,186,3,0.00
8482540,94,6,0.00
60707524,17,11,0.00
16537140,88,9,0.00
54737104,4,21,0.00
52209450,0,33,0.00
4208813,18,9,0.00
89731519,6,8,0.00
4054690,5,80,0.00
57133111,173,5,0.00
17075616,7,24,0.00
99650881,197,4,0.00
57386859,17,5,0.00
34690386,6,73,0.00
38995016,206,1,0.00
93945524,197,1,0.00
52352521,173,2,0.00
39967852,8,21,0.00
29922322,188,1,0.00
16985237,9,15,0.00
49984377,191,1,0.00
98827213,1,18,0.00
90735258,203,1,0.00
14384516,14,56,0.00
46252970,33,6,0.00
12117657,181,3,0.00
10257856,199,3,0.00
54370424,0,22,0.00
78796416,30,10,0.00
68491582,2,24,0.00
56315632,48,21,0.00
96633321,181,8,0.00
5935968,16,12,0.00
75769015,77,6,0.00
24911748,16,5,0.00
50802812,131,6,0.00
36986064,37,5,0.00
61016311,180,6,0.00
23495192,209,2,0.00
59702328,20,5,0.00
7389278,23,24,0.00
19584298,10,9,0.00
14224482,0,26,0.00
9391260,17,14,0.00
57386690,198,1,0.00
24113350,193,2,0.00
64329668,188,1,0.00
21364248,45,4,0.00
63674679,23,29,0.00
83802367,30,8,0.00
2711948,206,1,0.00
22924382,95,19,0.00
4628354,197,2,0.00
15590175,203,1,0.00
47777054,1,77,209.30
71783597,0,43,0.00
32761454,1,11,0.00
4017335,17,13,0.00
47261037,211,1,0.00
61143876,184,3,0.00
44640837,25,10,0.00
93966772,184,5,0.00
55929636,160,10,0.00
55451738,169,2,0.00
22759725,46,9,0.00
87655537,204,1,0.00
59205638,196,1,0.00
12725281,141,5,0.00
24947028,90,9,0.00
83003800,205,1,0.00
15390788,9,31,0.00
52549386,211,1,0.00
85143881,8,6,0.00
3353183,64,6,0.00
83461034,34,6,0.00
94220411,128,46,0.00
37981190,44,41,209.30
51049252,2,22,0.00
2815918,183,1,0.00
22622751,137,6,0.00
87062268,168,6,0.00
20022462,37,7,0.00
99710603,44,6,0.00
94684091,23,20,0.00
90908468,9,7,0.00
68448485,177,5,0.00
29998964,72,2,0.00
2304873,50,31,0.00
55026226,205,1,0.00
37618085,6,36,0.00
60139247,84,2,0.00
33205360,26,27,0.00
16571192,204,1,0.00
44384447,182,1,0.00
88245477,10,52,0.00
48923864,203,1,0.00
50483414,202,1,0.00
29735959,18,44,0.00
90305080,37,10,0.00
53161387,35,3,0.00
80679260,21,4,0.00
86929021,52,16,0.00
59569802,204,3,0.00
5637022,188,1,0.00
3505603,19,45,0.00
47525041,203,1,0.00
88232427,10,12,0.00
30496052,190,4,0.00
46401537,85,8,0.00
78599256,13,26,0.00
12874186,188,2,0.00
6346269,39,9,0.00
53060812,162,9,0.00
17843094,0,12,0.00
27374479,74,2,0.00
86046630,15,63,209.30
87981473,190,1,0.00
54228827,181,10,0.00
91206492,184,1,0.00
74512052,4,49,0.00
72481895,47,5,0.00
38197202,205,1,0.00
79636294,3,74,0.00
75595499,1,24,0.00
40122559,197,1,0.00
93686263,190,4,0.00
55756011,13,11,0.00
44974387,120,9,0.00
94721784,1,42,0.00
55880061,141,6,0.00
42360911,7,40,0.00
88738603,169,3,0.00
50400758,11,15,0.00
60293327,99,10,0.00
88726246,196,1,0.00
23263800,194,1,0.00
30284800,80,6,0.00
3392977,20,4,0.00
11030552,61,6,0.00
22992826,197,1,0.00
83298401,184,3,0.00
47043983,192,1,0.00
76022179,53,4,0.00
45292480,209,3,0.00
4379644,2,10,0.00
40157916,175,10,0.00
20670862,170,2,0.00
95411775,182,1,0.00
1515672,11,16,0.00
63218968,27,13,0.00
73697487,210,1,0.00
49711548,50,3,0.00
49063649,8,14,0.00
68278255,191,2,0.00
72526618,3,42,0.00
89744569,6,125,0.00
74515965,114,3,0.00
8705903,3,21,0.00
71431026,190,1,0.00
43497771,198,1,0.00
26114917,2,22,0.00
7587311,203,1,0.00
98707076,176,7,0.00
30297266,13,27,0.00
11613413,16,4,0.00
36127317,204,1,0.00
17962232,93,14,0.00
53294328,184,3,0.00
50066761,182,4,0.00
69827506,118,3,0.00
5933266,184,1,0.00
70301273,28,9,0.00
48648087,8,8,0.00
71597031,3,8,0.00
20789831,189,1,0.00
62009167,161,9,0.00
51723938,4,3,0.00
30463271,50,4,0.00
50461107,8,27,0.00
57393414,85,8,0.00
10151447,22,23,0.00
11612523,181,3,0.00
16011096,163,4,0.00
49525228,6,24,0.00
28972918,10,13,0.00
35651045,39,3,0.00
70186005,9,6,0.00
7573033,175,2,0.00
24703001,0,139,59.80
8896170,187,1,0.00
86354020,45,6,0.00
8040861,207,1,0.00
60363151,48,4,0.00
72203782,34,11,0.00
31980325,154,17,0.00
12105480,185,2,0.00
30638539,3,35,0.00
7773462,11,14,0.00
9017856,198,1,0.00
85760794,60,4,0.00
64186182,13,20,0.00
33420110,180,3,0.00
83698463,196,1,0.00
15119814,88,2,0.00
2776751,0,92,0.00
18176601,25,28,0.00
24793211,211,1,0.00
54468188,58,3,0.00
6672374,185,1,0.00
84788084,174,6,0.00
33844995,51,3,0.00
64692315,8,26,0.00
69614611,107,5,0.00
84381593,70,9,0.00
1051408,9,5,0.00
19727844,20,12,0.00
60386457,183,4,0.00
10207162,203,1,0.00
23572570,86,7,0.00
28944531,51,9,0.00
4731325,176,24,29.90
67764050,173,5,0.00
31458354,205,1,0.00
81878347,204,1,0.00
54614697,192,6,0.00
705807,56,8,0.00
72195169,23,7,0.00
59559715,192,1,0.00
83851713,192,2,0.00
99005335,4,36,0.00
69148180,92,2,0.00
46750304,149,3,0.00
15807922,3,15,0.00
97430889,43,29,0.00
17278899,2,18,0.00
99907102,203,1,0.00
21915748,168,8,0.00
6597638,2,42,0.00
70588778,9,11,0.00
73614968,28,8,0.00
2650448,202,2,0.00
631486,8,25,0.00
10965225,209,1,0.00
54228532,179,4,0.00
4554557,0,45,0.00
43014274,23,12,0.00
8470658,9,4,0.00
71730092,3,20,0.00
67590737,207,1,0.00
53656451,149,10,0.00
73993579,204,1,0.00
61477077,9,6,0.00
87026785,95,15,0.00
9347596,36,5,0.00
97068571,9,3,0.00
84480568,198,8,0.00
75775155,192,1,0.00
92635743,209,1,0.00
15175486,6,11,0.00
92250085,31,3,0.00
30573779,185,2,0.00
23181138,26,7,0.00
66272131,11,22,0.00
95249454,188,2,0.00
56723809,13,2,0.00
86189100,3,5,0.00
29564129,179,4,0.00
18363439,170,4,0.00
89558375,7,9,0.00
36022179,196,1,0.00
11760675,7,22,0.00
18350896,8,3,0.00
59172322,23,8,0.00
70894771,7,11,0.00
99943146,66,4,0.00
38942908,0,45,0.00
24110774,195,1,0.00
24240964,13,36,0.00
13499686,64,3,0.00
22201441,187,2,0.00
69475759,188,6,0.00
99888725,0,27,0.00
55630215,0,45,0.00
7213612,170,6,0.00
12144859,106,10,0.00
30415743,191,1,0.00
81001867,0,62,0.00
78234219,6,124,0.00
97229647,45,3,0.00
80266749,47,4,0.00
94847411,198,2,0.00
99382380,8,107,0.00
53072940,9,6,0.00
25803631,49,2,0.00
7597447,19,9,0.00
63995076,67,8,0.00
5444299,3,6,0.00
39700579,193,1,0.00
98315753,0,11,0.00
13482875,114,4,0.00
41924238,48,5,0.00
37916278,17,3,0.00
77207386,59,2,0.00
62484620,172,2,0.00
77838256,3,12,0.00
35808148,35,47,0.00
59492413,8,8,0.00
8471717,58,5,0.00
96662429,57,25,0.00
56169395,7,9,0.00
10785864,38,16,0.00
15940983,138,19,0.00
29189437,9,11,29.90
51037244,172,20,0.00
135074,202,1,0.00
81586829,192,2,0.00
12468416,183,1,0.00
63056106,0,23,0.00
92754346,10,3,0.00
58202025,183,2,0.00
95705454,197,2,0.00
36706952,49,7,0.00
79621973,204,1,0.00
41839246,0,19,0.00
55954923,83,4,0.00
53120932,183,6,0.00
21569961,185,5,0.00
52780887,16,25,0.00
10688924,4,5,0.00
6342585,2,23,0.00
99158247,8,14,29.90
89195270,2,8,0.00
50363463,163,9,0.00
87855857,9,5,0.00
59813022,12,52,0.00
2252155,192,2,0.00
27932053,0,40,0.00
54791728,67,5,0.00
52812560,79,12,0.00
99378630,65,13,0.00
82436385,191,3,0.00
29424175,129,21,0.00
33193309,192,1,0.00
98915534,191,1,0.00
88940217,151,3,0.00
29225040,6,19,0.00
8394448,199,1,0.00
50848637,46,3,0.00
66526566,172,4,0.00
98808464,188,1,0.00
64920547,195,2,0.00
37131302,14,2,0.00
16533379,72,3,0.00
32532824,1,17,0.00
4261522,0,18,0.00
50793386,189,2,0.00
81521170,15,10,0.00
48127879,191,6,0.00
92417029,199,1,0.00
71568770,86,8,0.00
66846760,41,16,0.00
53670265,2,14,0.00
77633482,183,7,0.00
91397681,24,6,0.00
33326167,7,11,0.00
94464996,30,7,0.00
79244284,0,67,209.30
9486863,193,1,0.00
81134802,57,7,0.00
61154115,88,3,0.00
68015130,199,2,0.00
37584354,200,2,0.00
46300607,202,4,0.00
89543682,8,9,0.00
63178175,171,4,0.00
56716567,191,1,0.00
49787463,199,2,0.00
35145164,185,1,0.00
70075360,198,2,0.00
65760628,185,3,0.00
84993130,46,4,0.00
78727219,77,5,0.00
6247855,10,34,0.00
6299548,203,3,0.00
59293381,191,2,0.00
76522401,6,8,0.00
21605072,204,1,0.00
45548930,199,2,0.00
19180171,26,3,0.00
93281939,193,1,0.00
20867667,163,4,0.00
16751847,14,10,0.00
